CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15688619,Scott,718.0,Spain,Male,45,3,105266.32,2.0,1.0,1,193724.51,0
15707291,Percy,477.0,Germany,Male,48,8,129250.0,,1.0,1,157937.35,0
15778884,Jamieson,809.0,France,Female,38,2,154763.21,2.0,1.0,1,174800.31,0
15581736,Bartlett,673.0,Germany,Male,47,1,183579.54,2.0,0.0,1,34047.54,0
15637646,Rowley,756.0,France,Male,31,10,122647.32,1.0,0.0,0,61666.87,0
15705676,Wardle,,France,Female,35,9,107944.33,2.0,0.0,0,48478.47,0
15620570,Sinnett,736.0,France,Male,43,4,202443.47,,1.0,0,72375.03,0
15627484,Obielumani,686.0,France,Female,47,5,113328.93,1.0,1.0,0,124170.9,0
15661656,Onwumelu,633.0,France,Male,38,2,91902.56,2.0,1.0,1,107673.35,0
15594041,Fanucci,,Spain,Female,41,2,,1.0,1.0,0,,0
15732884,Trevisano,676.0,France,Male,29,7,131959.86,1.0,0.0,0,189268.81,0
15790810,Han,844.0,France,Female,41,10,76319.64,1.0,1.0,1,141175.18,1
15714939,Fallaci,,Germany,Female,34,4,,1.0,,1,,0
15607098,Ahmed,,Spain,Female,41,5,,2.0,1.0,0,,0
15663933,Jamieson,625.0,Germany,Female,35,5,86147.46,2.0,1.0,0,163440.8,1
15697606,Sturdee,,France,Female,21,10,125712.2,1.0,0.0,0,175072.47,0
15747772,Cunningham,706.0,Germany,Male,36,9,58571.18,,1.0,0,40774.01,0
15603481,Robinson,689.0,Spain,Female,55,4,0.0,2.0,1.0,1,58442.25,0
15707596,Chung,546.0,Germany,Female,74,8,114888.74,2.0,1.0,1,66732.63,1
15570289,Benson,697.0,Germany,Male,43,8,103409.16,1.0,1.0,0,66893.28,1
15740458,Murphy,703.0,Spain,Male,36,7,135095.47,1.0,1.0,0,143859.66,0
15575391,Claypool,677.0,France,Female,37,3,0.0,2.0,1.0,1,38252.25,0
15759966,Chiemenam,,Spain,Female,36,5,119799.27,2.0,1.0,0,159416.58,0
15679249,Chou,351.0,Germany,Female,57,4,163146.46,,,0,169621.69,1
15639662,Phillips,710.0,France,Male,38,2,0.0,2.0,1.0,0,96.27,0
15628697,Tung,631.0,Spain,Male,46,9,160736.63,1.0,0.0,1,93503.02,0
15642394,He,529.0,Spain,Male,35,5,0.0,2.0,1.0,1,187288.5,0
15615219,Obielumani,518.0,France,Male,59,5,138772.15,1.0,0.0,1,123872.0,0
15704954,Suffolk,431.0,France,Male,37,0,120764.08,1.0,1.0,1,117023.08,0
15761102,T'ao,707.0,Spain,Female,32,4,132835.56,1.0,0.0,0,136877.24,0
15635078,Chiemela,714.0,Spain,Male,45,0,124693.48,1.0,0.0,1,187194.15,0
15696733,McKenzie,724.0,France,Male,29,4,0.0,1.0,1.0,0,8982.75,0
15709478,P'an,,Germany,Male,37,1,117524.72,2.0,0.0,1,161064.29,0
15750014,Chikere,755.0,Germany,Female,37,0,113865.23,2.0,1.0,1,117396.25,0
15688007,Liu,703.0,Spain,Male,20,3,,1.0,1.0,1,41626.78,0
15668445,Mai,521.0,France,Male,37,2,0.0,2.0,1.0,1,86372.24,0
15702462,Fiorentini,619.0,Spain,Female,44,6,52831.13,1.0,1.0,1,112649.22,1
15592300,Mai,543.0,Spain,Male,35,10,59408.63,1.0,1.0,0,76773.53,0
15704681,Yeh,,Germany,Male,37,2,,2.0,0.0,1,,0
15794566,Kirsova,678.0,France,Female,28,4,0.0,2.0,1.0,1,144423.17,1
15577831,Byrne,560.0,Germany,Male,41,4,152532.3,1.0,0.0,0,10779.69,0
15784323,Gallo,449.0,France,Female,21,7,0.0,2.0,,0,175743.92,0
15788683,Kang,,Germany,Female,34,10,129417.82,,1.0,0,153727.32,0
15610337,Stephens,666.0,Spain,Male,35,2,,1.0,1.0,0,175015.12,0
15614103,Colombo,850.0,Germany,Male,42,8,119839.69,1.0,0.0,1,51016.02,1
15627352,Bulgakov,,Germany,Male,46,7,,1.0,1.0,0,,1
15596647,Henderson,768.0,France,Male,54,8,69712.74,1.0,1.0,1,69381.05,0
15769516,Shcherbakov,674.0,France,Female,42,9,0.0,2.0,1.0,0,4292.72,0
15674541,,,Spain,Male,52,8,,1.0,0.0,0,111342.66,1
15710295,Patrick,445.0,Germany,Female,38,6,119413.62,2.0,1.0,0,175756.36,0
15683560,Gallo,642.0,France,Female,40,7,0.0,2.0,1.0,0,183963.34,0
15776631,Ma,,France,Female,36,5,119540.15,1.0,0.0,1,80603.99,0
15814268,Franklin,444.0,France,Female,40,5,84350.07,,1.0,0,143835.76,0
15623314,Tucker,506.0,Germany,Female,59,3,190353.08,1.0,1.0,0,78365.75,0
15694209,Fanucci,,France,Female,32,3,0.0,2.0,1.0,1,139390.99,0
15743709,Toomey,683.0,France,Male,30,4,66190.33,1.0,1.0,1,115186.97,0
15657603,Finch,850.0,France,Female,35,6,81684.97,1.0,1.0,0,824.0,0
15566708,Chidalu,444.0,France,Female,45,4,0.0,2.0,,0,161653.5,1
15773520,Begg,672.0,France,Female,43,4,92599.55,2.0,1.0,1,167336.78,0
15776156,Dolgorukova,521.0,France,Male,27,4,121325.84,1.0,1.0,1,164223.7,1
15614813,Cocci,777.0,Germany,Female,46,0,107362.8,1.0,1.0,0,487.3,0
15667633,Allen,612.0,France,Female,38,1,0.0,2.0,1.0,1,9209.21,0
15672637,Voronkov,571.0,France,Female,30,4,85755.86,1.0,1.0,0,145115.95,0
15745326,Carandini,538.0,France,Female,62,3,75051.49,1.0,0.0,0,17682.02,1
15647203,Gebhart,750.0,France,Female,35,3,0.0,1.0,1.0,0,191520.5,0
15799910,Martin,793.0,France,Male,32,2,0.0,2.0,1.0,0,193817.63,1
15802060,Ch'ang,646.0,Germany,Female,30,10,100548.67,2.0,0.0,0,136983.77,0
15682070,Davies,611.0,France,Male,64,9,0.0,2.0,1.0,1,53277.15,0
15718071,Tuan,655.0,France,Female,51,3,0.0,2.0,0.0,1,15801.02,0
15811978,,693.0,Germany,Male,46,2,104763.41,1.0,1.0,1,62368.33,0
15783875,Li Fonti,500.0,France,Female,34,4,0.0,2.0,1.0,0,12833.96,0
15723950,Kruglov,684.0,Spain,Male,40,2,,1.0,1.0,1,115468.84,1
15646374,Wynne,766.0,Germany,Female,28,3,62717.84,2.0,1.0,1,13182.43,0
15599004,Tsao,655.0,Spain,Male,37,1,0.0,1.0,1.0,1,106040.97,0
15734438,Kanayochukwu,590.0,France,Female,29,4,0.0,2.0,1.0,0,121846.81,0
15673578,Page,611.0,Germany,Female,40,7,128486.91,2.0,1.0,0,10109.47,0
15763874,Ho,635.0,Spain,Male,46,8,,2.0,1.0,1,60739.16,0
15780961,Cavenagh,735.0,France,Female,21,1,178718.19,2.0,1.0,0,22388.0,0
15646037,Sopuluchi,641.0,France,Male,77,9,,3.0,1.0,1,81514.06,0
15751084,Mancini,,France,Female,29,8,,1.0,1.0,1,,0
15696674,Robinson,643.0,Germany,Female,45,2,150842.93,1.0,0.0,1,2319.96,1
15635500,Seleznyov,605.0,Germany,Male,75,2,,1.0,,1,186655.11,0
15588701,Lai,,France,Female,38,4,,2.0,1.0,0,,0
15569917,Obijiaku,706.0,Spain,Male,30,6,,2.0,0.0,0,137674.55,1
15652789,Hancock,,Spain,Male,40,10,,2.0,1.0,1,,0
15603378,Padovano,768.0,France,Female,36,3,,1.0,0.0,1,125870.5,0
15630402,Nebechukwu,594.0,France,Female,31,9,0.0,1.0,0.0,1,5719.11,0
15703068,Nixon,716.0,Germany,Male,41,8,126145.54,2.0,1.0,1,138051.19,0
15622442,Mazzi,619.0,France,Male,29,5,0.0,2.0,1.0,0,194310.1,0
15793317,Hale,,Spain,Female,22,7,,1.0,1.0,0,,0
15776921,Geoghegan,,Germany,Male,45,5,,2.0,0.0,0,36899.62,0
15796612,Ch'ang,,France,Female,31,1,112203.25,,1.0,0,182266.01,0
15635870,She,579.0,Germany,Female,50,5,117721.02,1.0,0.0,1,192146.63,1
15714993,Longo,,France,Female,41,9,,1.0,1.0,0,135635.25,0
15758362,Williamson,731.0,France,Female,41,9,152243.57,1.0,1.0,1,88783.59,0
15794841,Kung,739.0,Spain,Male,19,5,89750.21,1.0,1.0,0,193008.52,0
15597536,Nkemjika,,Spain,Male,45,5,,1.0,0.0,0,,0
15653065,Nwabugwu,,Spain,Female,22,7,0.0,2.0,1.0,0,104170.48,0
15695632,Dellucci,556.0,France,Female,39,9,89588.35,1.0,1.0,1,94898.1,0
15776824,Rossi,714.0,France,Male,28,6,122724.37,1.0,1.0,1,67057.27,0
15677112,Chukwufumnanya,519.0,France,Male,39,2,112957.26,2.0,1.0,0,97593.16,0
15640106,Mason,613.0,France,Male,40,7,124339.9,1.0,0.0,0,193309.58,0
15605327,Namatjira,607.0,France,Male,35,2,0.0,2.0,1.0,1,114190.3,0
15606310,Birk,823.0,France,Male,71,5,,1.0,0.0,1,,0
15609704,Mao,608.0,France,Female,33,4,0.0,1.0,1.0,0,79304.38,1
15716926,Macleod,807.0,France,Male,33,10,101952.97,2.0,1.0,0,178153.65,0
15750055,Onio,503.0,Spain,Male,32,9,100262.88,,1.0,1,157921.25,0
15758056,Calabresi,558.0,France,Male,35,1,0.0,2.0,0.0,0,111687.57,0
15698716,Baker,,France,Female,70,3,,2.0,1.0,0,,1
15705309,,629.0,Spain,Male,39,5,0.0,2.0,0.0,0,116748.14,0
15609758,Geoghegan,,France,Female,45,7,158621.04,,1.0,0,120892.96,1
15653110,Chan,,France,Male,42,8,,1.0,1.0,0,,0
15782630,Genovese,,France,Male,35,5,,1.0,0.0,0,,0
15575492,Kennedy,,France,Female,41,7,,2.0,1.0,0,,0
15689517,Hales,,France,Male,27,3,127009.83,1.0,1.0,0,161909.95,0
15720284,Crawford,,Germany,Female,37,4,,1.0,0.0,0,180890.4,0
15664227,Threatt,506.0,Germany,Male,28,8,53053.76,1.0,0.0,1,24577.34,0
15675316,Avdeeva,619.0,France,Female,38,3,0.0,2.0,0.0,1,116467.35,0
15773890,Okechukwu,733.0,France,Male,22,5,0.0,2.0,1.0,1,117202.19,0
15774224,Nixon,613.0,Germany,Female,30,5,131563.88,2.0,,0,170638.98,0
15793455,Tien,627.0,Spain,Female,55,6,0.0,1.0,0.0,0,91943.94,1
15724889,Chinweuba,,Spain,Male,38,9,,1.0,0.0,1,,0
15759290,,620.0,Spain,Male,29,9,0.0,2.0,1.0,0,13133.88,0
15602551,Johnson,667.0,Spain,Male,39,9,0.0,2.0,1.0,0,68873.8,0
15788536,Armit,755.0,Germany,Male,40,2,137430.82,2.0,,0,176768.59,0
15757467,Feng,,Spain,Male,57,6,,2.0,1.0,1,39297.48,0
15577970,Alexeeva,489.0,France,Male,34,5,0.0,1.0,0.0,0,43540.59,0
15713347,Reynolds,577.0,Spain,Male,48,6,179852.26,,1.0,0,193580.32,0
15743149,Findlay,,France,Female,35,8,,1.0,,1,,0
15703019,Okeke,583.0,France,Female,38,10,0.0,2.0,0.0,1,113597.64,0
15769974,Shih,679.0,Spain,Female,35,8,119182.73,1.0,0.0,0,121210.09,0
15684696,Lei,560.0,Spain,Female,26,3,,1.0,1.0,0,157567.37,0
15605872,Felix,707.0,France,Male,73,6,66573.17,1.0,1.0,1,62768.8,0
15813916,Kudryashova,622.0,France,Female,31,1,89688.94,1.0,1.0,1,152305.47,0
15801934,Su,,France,Male,66,8,,2.0,1.0,1,,0
15587177,,646.0,France,Male,36,6,124445.52,1.0,1.0,0,88481.32,0
15646366,Trevisani,521.0,Germany,Male,41,8,120586.54,,0.0,1,20491.15,0
15632576,Yashina,520.0,France,Male,31,4,93249.4,1.0,1.0,0,77335.75,0
15797194,,,France,Male,39,10,129674.89,,1.0,0,80552.36,0
15787655,Chu,707.0,France,Male,47,3,0.0,2.0,1.0,0,174303.29,0
15801817,Carpenter,688.0,France,Female,38,7,123544.21,1.0,1.0,1,157664.02,0
15612064,Tsou,,France,Male,33,5,,2.0,1.0,0,,1
15697270,Gannon,,Spain,Male,27,4,,1.0,,1,,0
15750772,Walker,,France,Female,38,6,,1.0,0.0,1,,0
15791373,Chikezie,850.0,Germany,Female,35,2,80931.75,1.0,0.0,0,12639.67,1
15647295,Chin,426.0,France,Male,34,9,0.0,2.0,1.0,0,107876.91,0
15729359,Chambers,837.0,France,Female,29,9,0.0,2.0,1.0,1,41866.26,0
15781465,Schofield,675.0,Germany,Female,29,8,121326.42,,1.0,0,133457.52,0
15597951,Muir,,France,Female,58,4,114713.57,1.0,1.0,1,36315.03,0
15592028,Roberts,,France,Female,46,7,,1.0,1.0,1,109057.56,0
15650018,Chen,681.0,France,Female,43,8,154100.3,,0.0,0,114659.81,0
15605134,Bond,,France,Female,34,0,131244.65,2.0,1.0,0,183229.02,0
15596713,Christie,786.0,France,Male,37,7,165896.22,,1.0,1,66977.68,0
15666043,Mackey,520.0,France,Male,33,4,156297.58,2.0,,1,166102.61,0
15681410,,813.0,Germany,Female,36,6,98088.09,1.0,0.0,1,26687.22,1
15648951,Kao,785.0,Spain,Male,41,7,0.0,2.0,1.0,1,199108.88,0
15617934,Septimus,579.0,France,Male,36,9,129829.59,,1.0,1,60906.12,0
15778515,Wu,748.0,France,Male,40,3,95297.11,,0.0,0,171515.84,0
15802009,Mazzi,770.0,France,Female,33,6,0.0,2.0,1.0,1,126131.9,0
15624850,Grant,850.0,France,Male,30,10,153972.89,,1.0,0,62811.03,0
15638882,Cardell,710.0,Germany,Female,62,9,148214.36,1.0,1.0,0,48571.14,1
15625759,Rowley,729.0,France,Male,30,9,0.0,2.0,1.0,0,151869.35,0
15595592,Lai,708.0,France,Female,59,2,0.0,1.0,1.0,0,179673.11,1
15708693,Sherman,759.0,France,Female,33,2,0.0,2.0,1.0,0,56583.88,0
15690330,Efimov,830.0,Germany,Female,40,8,77701.64,1.0,0.0,1,19512.38,0
15718779,Clark,780.0,France,Male,34,1,0.0,1.0,1.0,1,64804.04,0
15745375,Nnanna,640.0,Germany,Male,23,3,72012.76,,1.0,0,161333.13,0
15683363,Goddard,540.0,Spain,Male,39,1,0.0,1.0,0.0,1,108419.41,0
15657163,Cockrum,623.0,Germany,Male,42,1,149332.48,2.0,1.0,0,100834.22,0
15640521,Chidumaga,552.0,Germany,Male,33,3,144962.74,,1.0,0,58844.84,1
15602994,Gorbunov,,France,Female,53,10,,1.0,0.0,1,90076.85,0
15668894,Abramova,661.0,Germany,Male,41,5,122552.48,,0.0,1,120646.4,0
15627514,Short,688.0,Spain,Female,46,3,0.0,2.0,0.0,1,104902.68,0
15595883,Nkemdirim,540.0,Germany,Male,39,4,127278.31,1.0,1.0,1,16150.34,0
15603565,Mackenzie,,Spain,Female,56,5,,2.0,1.0,0,162223.67,1
15745232,Chikelu,759.0,France,Female,39,6,0.0,2.0,1.0,1,140497.67,0
15812007,Power,,Spain,Male,25,6,0.0,2.0,1.0,1,78358.94,0
15639217,McKenzie,806.0,France,Male,34,6,0.0,2.0,0.0,0,100809.99,0
15702499,Schnaars,770.0,Spain,Male,46,9,190678.02,,1.0,1,14725.36,0
15715622,To Rot,583.0,France,Female,57,3,238387.56,1.0,0.0,1,147964.99,1
15677550,Folliero,755.0,France,Female,38,1,,2.0,1.0,0,20734.81,0
15671032,He,760.0,Germany,Male,42,0,77992.97,2.0,1.0,1,97906.38,0
15592816,Udokamma,,Germany,Female,48,1,,1.0,1.0,0,,1
15658057,Padovesi,812.0,Spain,Female,44,8,,3.0,1.0,0,,1
15749799,Pisani,577.0,France,Female,34,2,0.0,2.0,1.0,1,84033.35,0
15718769,Fallaci,557.0,Spain,Male,36,1,113110.26,1.0,1.0,0,98413.1,0
15681697,Rueda,508.0,France,Male,31,8,72541.48,1.0,1.0,0,129803.08,0
15724453,Fan,570.0,France,Male,23,2,0.0,1.0,0.0,0,198830.98,0
15689492,Benjamin,850.0,Germany,Male,41,1,176958.46,,0.0,1,125806.3,0
15802118,Ignatieff,664.0,Spain,Male,41,7,123428.69,1.0,1.0,1,164924.11,0
15763194,Milanesi,643.0,France,Male,34,7,0.0,2.0,0.0,1,100304.13,0
15706764,Spencer,560.0,France,Female,35,1,0.0,2.0,1.0,0,3701.63,0
15704583,Chikwado,651.0,France,Male,56,2,0.0,1.0,1.0,0,114522.68,1
15681342,Hurst,,France,Female,35,1,,2.0,1.0,1,,0
15618401,Douglas,616.0,Germany,Male,41,10,113220.2,2.0,1.0,1,114072.91,0
15760085,Calabresi,,Germany,Female,48,10,,1.0,1.0,1,198129.36,0
15706899,Ma,,France,Male,34,4,0.0,2.0,1.0,1,66721.98,0
15757425,Fleming,716.0,France,Female,38,1,0.0,2.0,1.0,1,99661.46,0
15638231,Chung,730.0,Spain,Female,62,2,0.0,2.0,1.0,1,162889.1,0
15800736,Kirwan,,Spain,Female,42,4,,1.0,1.0,1,199242.65,0
15642336,Shaw,669.0,France,Female,42,9,0.0,2.0,0.0,0,135630.32,0
15687492,Anderson,596.0,Germany,Male,32,3,96709.07,2.0,0.0,0,41788.37,0
15626898,Teng,743.0,France,Male,30,7,77599.23,,0.0,0,144407.1,0
15754849,Tyler,776.0,Germany,Female,32,4,109421.13,2.0,1.0,1,126517.46,0
15641411,Volkova,756.0,France,Female,23,1,112568.31,,1.0,1,113408.11,0
15591248,Chukwumaobim,628.0,France,Female,29,9,71996.29,1.0,1.0,1,34857.46,0
15663312,Marino,494.0,France,Female,35,9,112727.06,2.0,1.0,0,183752.91,0
15690182,Kapustin,635.0,Germany,Male,37,5,113488.68,1.0,1.0,0,95611.74,1
15605341,Baird,681.0,France,Female,58,8,93173.88,1.0,1.0,1,139761.25,0
15655574,Okeke,698.0,Germany,Female,40,8,150777.1,1.0,1.0,0,114732.62,0
15724851,Farmer,507.0,Germany,Male,31,9,111589.67,,1.0,0,150037.19,0
15724181,Hudson,647.0,Spain,Male,47,5,105603.21,2.0,1.0,1,157360.9,0
15689341,Gibbs,655.0,France,Female,50,10,0.0,4.0,,0,179267.94,1
15679062,Morrison,734.0,Germany,Female,47,10,,2.0,1.0,1,138835.91,0
15683977,Owens,687.0,Spain,Female,72,4,0.0,2.0,,1,50267.69,0
15596303,,688.0,France,Female,39,0,0.0,2.0,1.0,0,53222.15,1
15809248,Cole,524.0,France,Female,36,10,0.0,2.0,1.0,0,109614.57,0
15719950,Sutherland,682.0,France,Male,61,10,73688.2,1.0,1.0,1,172141.33,0
15636860,Ch'eng,,France,Male,43,4,,1.0,1.0,0,71216.6,0
15704771,Ugochukwu,593.0,France,Female,35,6,133489.12,2.0,1.0,1,78101.29,0
15665181,Chung,808.0,Spain,Male,25,7,0.0,2.0,0.0,1,23180.37,0
15800062,Lanford,850.0,Spain,Male,49,8,0.0,1.0,0.0,0,25867.67,1
15693264,Onyinyechukwuka,,France,Female,29,10,0.0,2.0,1.0,1,111285.85,0
15701164,Onyeorulu,,France,Female,34,4,,1.0,1.0,1,,0
15685309,Souter,669.0,France,Female,35,7,0.0,1.0,1.0,1,49108.23,1
15814033,Milano,759.0,Spain,Male,38,1,0.0,2.0,1.0,0,20778.39,0
15749401,Ko,686.0,France,Male,60,9,0.0,3.0,1.0,1,75246.21,1
15634936,Chukwukadibia,,France,Male,41,7,,1.0,1.0,1,,0
15790448,,473.0,France,Female,35,6,69617.36,1.0,,0,143345.69,0
15781505,Giordano,685.0,France,Male,20,4,104719.94,2.0,1.0,0,38691.34,0
15633043,Fedorova,545.0,Spain,Female,39,6,0.0,1.0,0.0,0,38410.74,1
15636684,Kirkland,727.0,France,Male,34,10,0.0,2.0,1.0,1,198637.34,0
15596175,McIntosh,659.0,Germany,Male,67,6,117411.6,1.0,1.0,1,45071.09,1
15640855,T'ien,729.0,Germany,Male,40,5,113574.61,2.0,1.0,0,103396.08,0
15760427,Cameron,850.0,France,Male,40,6,,1.0,1.0,0,,0
15803790,,638.0,Germany,Male,37,2,89728.86,,1.0,1,37294.88,0
15674851,T'ien,622.0,France,Male,38,5,0.0,2.0,0.0,0,105295.77,0
15700946,Kolesnikova,,France,Female,34,7,,1.0,1.0,1,,0
15628893,Power,681.0,France,Male,29,8,0.0,1.0,1.0,0,66367.33,0
15631681,Jibunoh,807.0,Spain,Female,43,0,,2.0,0.0,1,85523.24,0
15713975,Gibson,,Germany,Female,47,10,,1.0,1.0,0,,1
15710687,Mills,,France,Female,33,0,,1.0,1.0,0,199478.05,0
15625905,Griffen,592.0,Spain,Male,41,0,,2.0,1.0,0,65906.07,0
15661249,Bellucci,699.0,France,Male,53,4,,2.0,0.0,1,111307.98,0
15795737,McNaughtan,771.0,Spain,Female,47,3,,2.0,1.0,1,107874.39,0
15787222,,676.0,Germany,Male,28,1,69459.05,2.0,1.0,1,128461.29,0
15713483,Greeves,793.0,Spain,Male,52,2,0.0,1.0,1.0,0,159123.82,1
15662098,Palmer,650.0,Spain,Male,41,3,128808.65,3.0,0.0,0,113677.53,1
15685109,Teng,,France,Male,39,7,,2.0,0.0,0,,0
15624677,Marquez,,Germany,Female,37,3,122304.65,,,0,33998.7,0
15761364,Nkemjika,,France,Male,30,9,,2.0,1.0,0,,0
15813844,Barnes,703.0,France,Male,37,8,105961.68,2.0,,1,74158.8,0
15706762,Ignatyev,597.0,France,Female,41,4,145809.53,,1.0,1,52319.26,0
15796343,Bazhenov,707.0,France,Female,31,2,82787.93,2.0,0.0,0,91423.69,0
15691647,,411.0,France,Female,35,2,0.0,2.0,,1,93825.78,0
15748718,,,France,Male,28,2,115062.61,1.0,1.0,0,179056.23,0
15675380,,573.0,Spain,Male,56,3,,1.0,0.0,1,115462.27,1
15772618,Tyler,665.0,France,Male,25,7,90920.75,,0.0,1,112256.57,0
15649354,Johnston,754.0,Spain,Male,35,4,,2.0,1.0,1,9658.41,0
15592091,Belbin,,Spain,Male,31,2,,2.0,1.0,1,135171.6,0
15589739,North,698.0,France,Male,41,3,90605.29,1.0,1.0,1,14357.0,0
15778481,Chigbogu,817.0,France,Male,59,1,118962.58,1.0,1.0,1,120819.58,0
15797276,Sturt,662.0,Spain,Female,41,4,,1.0,1.0,0,75884.65,1
15612071,Wilson,763.0,Spain,Female,32,10,,1.0,0.0,1,81310.1,0
15628950,Coates,501.0,Germany,Male,25,6,104013.79,1.0,1.0,0,114774.35,0
15777054,Thorpe,584.0,Germany,Male,42,3,137479.13,1.0,1.0,0,25669.1,0
15801559,Chiang,693.0,Germany,Female,41,9,181461.48,3.0,1.0,1,187929.43,1
15626882,Stobie,,Spain,Male,37,5,,1.0,1.0,1,48233.75,0
15698839,Okwudilichukwu,460.0,Germany,Male,46,4,127559.97,2.0,1.0,1,126952.5,0
15720814,Warren,,Germany,Female,36,2,84266.44,2.0,0.0,0,38614.69,0
15735782,MacDonald,528.0,France,Male,31,9,120962.59,1.0,1.0,0,5419.31,0
15679968,Ting,623.0,France,Male,40,5,118788.57,1.0,1.0,0,192867.4,0
15790958,Sanders,685.0,Spain,Male,38,4,0.0,2.0,,1,35884.91,0
15734610,Onio,543.0,France,Male,42,4,89838.71,3.0,1.0,0,85983.54,1
15791842,Johnstone,478.0,France,Female,32,6,71187.24,1.0,1.0,1,110593.62,0
15596397,Kelly,814.0,France,Female,48,7,0.0,2.0,1.0,1,132870.15,0
15757385,Milne,578.0,Spain,Female,28,8,161592.76,1.0,1.0,0,177834.79,0
15583755,McClemans,592.0,Germany,Male,33,2,156570.86,1.0,1.0,1,37140.2,0
15748854,Sung,723.0,Germany,Female,28,5,91938.31,1.0,1.0,0,143481.85,0
15709474,Macnamara,740.0,Germany,Female,57,3,113386.36,,1.0,1,65121.63,1
15701412,T'ien,739.0,France,Male,40,4,0.0,2.0,0.0,0,173321.65,0
15631721,Millar,691.0,Germany,Male,38,9,163965.69,,0.0,1,103511.26,0
15665783,Ts'ui,,France,Male,49,7,,2.0,1.0,1,89609.26,0
15803976,Efremov,,France,Female,31,10,,2.0,1.0,0,,0
15706593,Ellis,850.0,Spain,Female,50,10,0.0,2.0,1.0,1,33741.84,0
15713463,Tate,,Germany,Female,41,2,138881.04,,1.0,0,129936.53,1
15574283,Padovano,580.0,France,Male,31,2,0.0,2.0,0.0,1,64014.24,0
15583480,Morgan,807.0,France,Female,36,4,0.0,2.0,0.0,1,147007.33,0
15607509,Ozerova,539.0,France,Male,38,5,0.0,2.0,1.0,0,47388.41,0
15662865,Storey,,Spain,Male,36,1,0.0,2.0,0.0,1,84927.42,0
15693267,Dickson,679.0,Germany,Female,34,7,121063.85,1.0,1.0,0,56984.58,0
15794101,Barese,559.0,France,Female,48,2,0.0,2.0,0.0,1,137961.41,0
15683522,Kennedy,678.0,Germany,Female,37,2,113383.07,,1.0,1,135123.96,0
15718912,Hsueh,608.0,Germany,Female,44,5,126147.84,1.0,0.0,1,132424.69,1
15771873,Buccho,776.0,Germany,Female,37,2,103769.22,2.0,1.0,0,194099.12,0
15736371,Kennedy,633.0,France,Female,34,3,123034.43,2.0,1.0,1,38315.04,0
